Habitat	motility	spore production	Genus name	species name	strain name
plant associated	__motile, but unspecified structure__	no	Labrys	okinawensis	MAFF 210191T
soil	__motile, but unspecified structure__	no	Labrys	miyagiensis	G24103T
other	flagella	no	Oscillibacter	valericigenes	Sjm18-20T
other	not indicated	not indicated	Bifidobacterium	tsurumiense	OMB115
human - fecal	non-motile	no	Bacteroides	dorei	175
soil	not indicated	no	Smaragdicoccus	niigatensis	Hou_blueT
other	non-motile	no	Bellilinea	caldifistulae	GOMI-1
soil	non-motile	no	Longilinea	arvoryzae	KOME-1T
soil	non-motile	yes	Terribacillus	saccharophilus	002-048T
soil	non-motile	yes	Terribacillus	halophilus	002-051T
soil	__motile, but unspecified structure__	yes	Virgibacillus	halophilus	5B73CT
marine sediment	non-motile	yes	Halobacillus	faecis	IGA7-4T
__freshwater sediment (river, lake, pond__		yes	Amphibacillus	sediminis	Shu-P-Ggiii25-2T
wastewater	non-motile	no	Kaistia	granuli	Ko04T
human - fecal	non-motile	no	Prevotella	stercorea	CB35T
soil	non-motile	no	Solirubrobacter	soli	Gsoil 355T
soil	non-motile	no	Dyadobacter	ginsengisoli	Gsoil 043
soil	non-motile	no	Sphingomonas	ginsengisoli	Gsoil 634
soil	non-motile	no	Inquilinus	ginsengisoli	Inquilinus ginsengisoli
soil	non-motile	no	Inquilinus	ginsengisoli	Gsoil 080
soil	non-motile	no	Inquilinus	ginsengisoli	Gsoil 080T
soil	flagella	not indicated	Methylibium	fulvum	Gsoil 322T
soil	__motile, but unspecified structure__	no	Variovorax 	ginsengisoli	Gsoil 3165
soil	__motile, but unspecified structure__	no	Variovorax	ginsengisoli	Gsoil 3165
soil	non-motile	no	Lysobacter	panaciterrae	Gsoil 068T
soil	__motile, but unspecified structure__	no	Dyella	ginsengisoli	3046T
soil	non-motile	no	Pedobacter	panaciterrae	Gsoil 042T
soil	non-motile	no	Emticicia	ginsengisoli	Gsoil 085
soil	non-motile	no	Chitinophaga	ginsengisoli	Gsoil 052T
soil	__motile, but unspecified structure__	yes	Paenibacillus 	Paenibacillus pocheonensis	Gsoil 1138
soil	__motile, but unspecified structure__	yes	Paenibacillus	pocheonensis	Gsoil 1138
soil	non-motile	no	Aeromicrobium	panaciterrae	Gsoil 161T
soil	non-motile	yes	Streptomyces	panacagri	Gsoil 519
soil	non-motile	no	Microlunatus	ginsengisoli	Gsoil 633T
soil	not indicated	no	Kribbella	gingsengisoli	Gsoil 001
soil	non-motile	no	Kribbella 	Kribbella ginsengisoli	Gsoil 001
soil	non-motile	not indicated	Aeromicrobium 	ginsengisoli	Gsoil 098
soil	non-motile	no	Nocardioides	ginsengisoli	G soil 1124T
other	flagella	no	Sulfurivirga	caldicuralii	MM1
seawater	flagella		Loktanella	atrilutea	IG8T
seawater	flagella	no	Pseudovibrio	japonicus 	WSF2T
other	flagella	not indicated	Sulfurospirillum	cavolei	Phe91T
soil	__motile, but unspecified structure__	yes	Paenibacillus	terrigena	A35T
other	non-motile	no	Sphingomonas	molluscorum	KMM3882T
other	non-motile	no	Arthrobacter	niigatensis	LC4T
other	non-motile	no	Arthrobacter	alkaliphilus	LC6T
other	non-motile	no	Arthrobacter	echigonensis	 LC10T
other	non-motile	no	Arthrobacter	albidus	LC13T
soil	non-motile		Amycolatopsis	echigonensis	LC2T
soil	non-motile		Amycolatopsis	niigatensis	LC11T
other	not indicated	no	Calditerricola	satsumensis	YMO81T
soil	non-motile	no	Hymenobacter	soli	PB17
seawater	gliding	no	Flammeovirga	kamogawensis	YS10T
other	flagella	no	Sulfurimonas	paralvinellae	GO25
other	__motile, but unspecified structure__	not indicated	Methylobacterium	komagatae	002-079
other	__motile, but unspecified structure__	not indicated	Methylobacterium	persicinum	002-165
other	__motile, but unspecified structure__	not indicated	Methylobacterium	tardum	RB677
marine sediment	flagella		Paraferrimonas	sedimenticola	Mok-106T
NA	flagella		Gluconobacter	japonicus	NBRC 3271T
built environment	non-motile	yes	Thermobacillus	composti	KWC4T
marine sediment	non-motile	not indicated	Galbibacter	mesophilus	Mok-17T
marine sediment	non-motile	not indicated	Gilvibacter	sediminis	Mok-1-36T
marine sediment	non-motile	not indicated	Sediminibacter	furfurosus	MAOS-86T
marine sediment	non-motile		Sediminitomix 	flava	Mok-1-85T 
other	flagella	not indicated	Ruegeria	mobilis	MBIC01146T
other	non-motile	no	Salinicoccus	siamensis	PN1-2T
__freshwater sediment (river, lake, pond__	non-motile	no	Sphingomonas	sediminicola	Dae 20
other	not indicated	no	Streptococcus	dentirousetti	NUM 1303
human - fecal	non-motile	no	Bacteroides	coprophilus	CB42T 
other	gliding	no	Persicobacter	psychrovividus	 Asr22-19
other	non-motile	no	Marixanthomonas	ophiurae	KMM 3046T
human - fecal	non-motile	no	Parabacteroides	johnsonii	M-165T
wastewater	__motile, but unspecified structure__	yes	Bacillus	selenatarsenatis	SF-1T
marine sediment	flagella	not indicated	Marinitoga	okinawensis	TFS10-5T
other	non-motile	not indicated	Lactobacillus	farraginis	NRIC 0676T
other		not indicated	Lactobacillus	parafarraginis	NRIC 0677T
soil	non-motile	yes	Actinocatenispora	sera	KV-744T
other	__motile, but unspecified structure__	yes	Alicyclobacillus	sacchari	RB718T
other	non-motile	yes	Alicyclobacillus	fastidiosus	S-TABT
soil	__motile, but unspecified structure__	yes	Alicyclobacillus	kakegawensis	5-A83JT
soil	__motile, but unspecified structure__	yes	Alicyclobacillus	shizuokensis	4-A336T
soil	__motile, but unspecified structure__	yes	Alicyclobacillus	macrosporangiidus	5-A239-2O-AT 
soil	__motile, but unspecified structure__	yes	Alicyclobacillus	contaminans	3-A191T
seawater	gliding	no	Zeaxanthinibacter	enoshimensis	TD-ZE3T 
__freshwater (river, lake, pond)__	__motile, but unspecified structure__	no	Nubsella	zeaxanthinifaciens	TDMA-5
__freshwater (river, lake, pond)__	__motile, but unspecified structure__	no	Sphingomonas	jaspsi	TDMA-16T
soil	flagella	yes	Alkalibacillus	silvisoli	BM2T 
soil	flagella	yes	Halalkalibacillus	halophilus	BH2T
other	__motile, but unspecified structure__	not indicated	Desulfothermus	okinawensis	TFISO9T
other	non-motile	no	Bacteroides	propionicifaciens	SV434
soil	non-motile	no	Chitinophaga	ginsengisegetis	Gsoil 040T
__freshwater (river, lake, pond)__	non-motile	no	Deinococcus	aquiradiocola	TDMA-uv53T
plant associated	gliding	no	Rapidithrix	thailandica	TISTR 1750T
soil	flagella	yes	Paenibacillus	thailandensis	S3-4AT
soil	flagella	yes	Paenibacillus	nanensis	MX2-3T
seawater	flagella	not indicated	Thalassospira	tepidiphila	1-1B
other	non-motile	no	Microbulbifer	epialgicus	F-104T
other	not indicated	no	Asaccharobacter	celatus	do03
soil	non-motile	no	Curtobacterium	ammoniigenes	B55T
seawater	non-motile	no	Coraliomargarita	akajimensis	04OKA010-24T
bioreactor	flagella	yes	Clostridium	sufflavum	CDT-1T
other	non-motile	no	Lactobacillus	hayakitensis	KBL13T
soil	non-motile		Flavisolibacter	ginsengiterrae	Gsoil 492T
soil	non-motile		Flavisolibacter	ginsengisoli	Gsoil 643T
soil	non-motile	no	Segetibacter	koreensis	Gsoil 664T
other	non-motile	no	Olivibacter	terrae	Jip13
soil	non-motile	no	Olivibacter	soli	Gsoil 034
soil	non-motile	no	Olivibacter	ginsengisoli	Gsoil 060
plant associated	non-motile	no	Mucilaginibacter	daejeonensis	Jip 10T
other	non-motile	no	Pedobacter 	composti 	TR6-06T 
__freshwater (river, lake, pond)__	non-motile	no	Pedobacter	daechungensis	Dae 13T
other	non-motile	no	Barnesiella	viscericola	C46T
other	non-motile	not indicated	Lactobacillus	composti	NRIC 0689T 
other	flagella	no	Alkalibacterium	indicireducens	A11
other	non-motile	no	Cellulomonas	chitinilytica	X.bu-b
soil	non-motile	no	Rhodococcus	kyotonensis	DS472T
marine sediment	non-motile	no	Robiginitalea	myxolifaciens	YM6-073
marine sediment	flagella	no	Alkalimonas	collagenimarina	AC40T
soil	non-motile	not indicated	Microbacterium	ginsengisoli	Gsoil 259
soil	non-motile	no	Microlunatus	panaciterrae	Gsoil 954
soil	non-motile	no	Nocardioides	panacihumi	616T
soil	non-motile	yes	Paenibacillus	ginsengarvi	Gsoil 139T
seawater	non-motile	no	Persicitalea	jodogahamensis	Shu-9-SY12-35CT
bioreactor	non-motile	no	Syntrophomonas	palmitatica	MPAT
seawater	flagella	not indicated	Archaeoglobus	infectus	Arc51
other	non-motile	not indicated	Microbacterium	hatanonis	FCC-01
soil	non-motile	yes	Nonomuraea	bangladeshensis	5-10-10T
soil	non-motile	yes	Nonomuraea	coxensis	5-38-42T
soil	non-motile	yes	Nocardia	amamiensis	TT 00-78T
soil	non-motile	yes	Micromonospora	pattaloongensis	TJ2-2
wastewater	flagella	yes	Oceanobacillus	caeni	S-11
marine sediment	gliding	no	Perexilibacter	aurantiacus	Shu-F-UV2-2T
other	non-motile	not indicated	Rubritalea	squalenifaciens	HOact23T
hypersaline environment	gliding	no	Aureispira	maritima	59SAT
soil	non-motile	no	Chitinophaga	terrae	KP01T
other	non-motile	no	Prevotella	pleuritidis	GTC 3021T
soil	__motile, but unspecified structure__	not indicated	Leptospira	kmetyi	Bejo-Iso9T 
soil	flagella	not indicated	Arthrobacter	oryzae	KV-651
soil	flagella	not indicated	Arthrobacter	humicola	KV-653
other	flagella	no	Thermosulfidibacter	takaii	ABI70S6
soil	__motile, but unspecified structure__	not indicated	Microterricola	viridarii	KV-677
soil		not indicated	Humihabitans	oryzae	KV-657T
soil	not indicated	not indicated	Humibacillus	xanthopallidus	KV-663
other	non-motile	no	Lactobacillus	Lactobacillus similis	JCM 2765
other	non-motile	no	Lactobacillus	similis	JCM 2765
soil	non-motile	yes	Saccharothrix	violaceirubra	YU692-1T
food product	flagella	no	Salinivibrio	siamensis	ND1-1T
other	flagella	no	Halobacterium	piscisalsi	HPC1-2
soil	non-motile	no	Shinella	yambaruensis	MS4T 
seawater	flagella	yes	Pelagicoccus	mobilis	02PA-Ca-133T
seawater	non-motile	yes	Pelagicoccus	albus	YM14-201T
seawater	non-motile	yes	Pelagicoccus	litoralis	 H-MN57T 
__freshwater (river, lake, pond)__	not indicated	not indicated	Microbacterium	marinilacus	YM11-607T
marine sediment	not indicated	not indicated	Microbacterium	sediminicola	YM10-847T
bioreactor	non-motile	no	Rhodanobacter	thiooxydans	LCS2T
other	non-motile	not indicated	Lactobacillus	equigenerosi	NRIC D697
marine sediment	flagella	no	Neptunomonas	japonica	JAMM 0745
other	flagella	no	Sneathiella	glossodoripedis	MKT133
other	__motile, but unspecified structure__	no	Natrinema	gari	HIS40-3
other	non-motile		Lactobacillus 	Lactobacillus equicursoris	D170
other	non-motile	not indicated	Lactobacillus	equicursoris	DI70
marine sediment	non-motile	no	Cerasicoccus	arenae	YM26-026T
other	non-motile	yes	Bacillus	polygoni	YN-1
marine sediment	non-motile	no	Fulvibacter	tottoriensis	MTT-39
plant associated	non-motile	no	Alkalibacterium	thalassium	T117-1-2T
plant associated	flagella	no	Alkalibacterium	pelagium	T143-1-1T
food product	flagella	no	Alkalibacterium	putridalgicola	T129-2-1T
food product	flagella	no	Alkalibacterium	kapii	T22-1-2T
soil	__motile, but unspecified structure__	yes	Paenibacillius	siamensis	S5-3T
soil	__motile, but unspecified structure__	yes	Paenibacillus	septentrionalis	X13-1T
soil	__motile, but unspecified structure__	yes	Paenibacillus	montaniterrae	MXC2-2T
other	non-motile	not indicated	Rubritalea	spongiae	YM21-132T
other	non-motile	not indicated	Rubritalea	tangerina	YM27-005T
estuarine water	non-motile	not indicated	Pelagicoccus	croceus	N5FB36-5T
food product	non-motile	no	Lactobacillus	senmaizukei	L13
bioreactor	non-motile	no	Bacteroides	paurosaccharolyticus	WK042T
other	non-motile	yes	Anaerosphaera	aminiphila	WN036T
other	flagella	not indicated	Lysobacter	spongiicola	KMM 329
soil	__motile, but unspecified structure__	no	Variovorax	boronicumulans	BAM-48
human - fecal	non-motile	no	Megamonas	funiformis	YIT 11815
human - fecal	non-motile	no	Sutterella	parvirubra	YIT 11816
other	__motile, but unspecified structure__	not indicated	Pseudomonas	marincola	KMM 3042
other		not indicated	Lewinella	lutea	FYK2402M69T
marine sediment		not indicated	Lewinella	marina	MKG-38T
other	flagella	not indicated	Methylomarinum	vadi	IT-4
soil	not indicated	yes	Pseudosporangium	ferrugineum	3-44-a(19)
seawater	flagella	not indicated	Tropicibacter	naphthalenivorans	C02T
seawater	flagella	not indicated	Tropicimonas	isoalkanivorans	B51T
seawater	non-motile	no	Tranquillimonas	alkanivorans	A34
other	__motile, but unspecified structure__	not indicated	Methylobacterium	gregans	002-074
other	__motile, but unspecified structure__	no	Acanthopleuribacter	pedis	FYK2218
other	flagella	no	Desulfovibrio	Desulfovibrio butyratiphilus	BSY
other	flagella	no	Desulfovibrio	butyratiphilus	BSY
hotspring	flagella	no	Thiofaba	tepidiphila	BDA453
other	flagella	no	Psychromonas	japonica	JAMM 0394
other	flagella	no	Psychromonas	ossibalaenae	JAMM 0738
other	not indicated	not indicated	Arcanobacterium	abortisuis	MurakamiT
other	non-motile	no	Prosthecobacter 	fluviatilis	HAQ-1
human - fecal	non-motile	no	Adlercreutzia	equolifaciens	FJC-B9
other	not indicated	no	Calditerricola	yamamurae	YMO722T
other	__motile, but unspecified structure__		Silvimonas	Silvimonas iriomotensis	ir6-1
soil	__motile, but unspecified structure__	not indicated	Silvimonas	iriomotensis	ir6-1
other	__motile, but unspecified structure__		Silvimonas	Silvimonas	ir6-4
soil	__motile, but unspecified structure__	not indicated	Silvimonas	amylolytica	ir6-4
soil	non-motile	yes	Catenulispora	subtropica	TT 99-48
soil	not indicated	not indicated	Catenulispora	yoronensis	TT N02-20
soil	non-motile	yes	Amycolatopsis	helveola	TT00-43
soil	non-motile	yes	Amycolatopsis	pigmentata	TT99-32
other	non-motile	not indicated	Pseudoclavibacter	soli	KP02T
soil	non-motile	no	Mucilaginibacter	kameinonensis	SCK
other	flagella	no	Amphritea	japonica	JAMM 1866
other	flagella	no	Amphritea	balenae	JAMM 1525
soil	not indicated	yes	Actinomadura	bangladeshensis	3-46-b(3)
soil	not indicated	yes	Actinomadura	chokoriensis	3-45-a(11)
marine sediment	non-motile	no	Persicirhabdus	sediminis	YM20-087
seawater	non-motile	no	Roseibacillus	ishigakijimensis	MN1-741
other	non-motile	no	Roseibacillus	ponti	YM27-120
other	non-motile	no	Roseibacillus	persicicus	YM26-010
other	non-motile	no	Luteolibacter	algae	A5J-41-2
other	non-motile	no	Luteolibacter	pohnpeiensis	A4T-83
human - fecal	non-motile	no	Paraprevotella	 clara	YIT 11840T 
human - fecal	non-motile	no	Paraprevotella	clara	YIT 11840T
human - fecal	non-motile	no	Paraprevotella	xylaniphila	YIT 11841T
human - fecal	non-motile	no	Paraprevotella	xylaniphila	YIT 11841T
food product	non-motile	no	Lactobacillus	nodensis	iz4b-1T
other	flagella	no	Desulfovibrio 	marinisediminis	C/L2
marine sediment	gliding	no	Limibacter	armeniacum	YM11-185
soil	non-motile	not indicated	Ilumatobacter	nonamiense	YM16-303
soil	non-motile	not indicated	Ilumatobacter	coccineum	YM16-304
other	flagella	no	Devosia	Devosia yakushimensis	Yak96B
plant associated	flagella	no	Devosia	yakushimensis	Yak96B
soil	non-motile	no	Sphingobacterium	kitahiroshimense	10C
seawater	non-motile	no	Leptobacterium	flavescens	YM3-301T
other	non-motile	no	Acidocella	Acidocella aluminiidurans	AL46
other	non-motile	no	Acidocella	aluminiidurans	AL46
marine sediment	gliding	no	Sunxiuqinia	faeciviva	JAM-BA0302
marine sediment	gliding	no	Geofilum	rubicundum	JAM-BA0501
__freshwater (river, lake, pond)__	__motile, but unspecified structure__	no	Filimonas	lacunae	YT21T
__freshwater (river, lake, pond)__	flagella	yes	Cohnella	Cohnella fontinalis	YT-1101
__freshwater (river, lake, pond)__	flagella	yes	Cohnella	fontinalis	YT-1101
plant associated	non-motile	no	Bacteroides	graminisolvens	XDT-1T
plant associated	non-motile	no	Bacteroides	graminisolvens	XDT-1T
hotspring	flagella	no	Calditerrivibrio 	nitroreducens	Yu37-1
other	flagella	no	Exilispira	thermophila	RASEN
other	non-motile	yes	Actinoallomurus	coprocola	TT04-09T
soil	non-motile	yes	Actinoallomurus	fulvus	TT99-66T
soil	non-motile	yes	Actinoallomurus	amamiensis	 TT00-28T
soil	non-motile	yes	Actinoallomurus	yoronensis	TTN02-22T
soil	non-motile	yes	Actinoallomurus	luridus	TT02-15T
soil	non-motile	yes	Actinoallomurus	iriomotensis	TT02-47T
soil	non-motile	yes	Actinoallomurus	purpureus	TTN02-30T
soil	non-motile	yes	Actinoallomurus	caesius	A3015T
other	flagella	not indicated	Paramoritella	alkaliphila	A3F-7T
seawater	flagella	no	Psychromonas	heitensis	AK15-027
other	non-motile	no	Lactobacillus	capillatus	YIT 11306
food product	flagella	yes	Oceanobacillus	kapialis	SSK2-2T
other	flagella	no	Limnobacter	litoralis	Limnobacter litoralis
other	flagella	no	Limnobacter	litoralis	KP1-19T
other	flagella	not indicated	Thalassomonas	actiniarum	A5K-106T
other	flagella	not indicated	Thalassomonas	haliotis	A5K-61T
other	non-motile	no	Pseudochrobactrum 	glaciei	Pi26
human - mouth	not indicated	not indicated	Mycobacterium 	kyorinense	KUM060204T
soil	non-motile	yes	Planotetraspora	thailandica	BCC 21825T
human - fecal	non-motile	no	Parasutterella	excrementihominis	YIT11859T
human - fecal	non-motile	no	Barnesiella	intestinihominis	YIT 11860
other	non-motile	not indicated	Halarchaeum	rubridurum	MH1-16-3
food product	non-motile	not indicated	Halarchaeum	nitratireducens	MH1-136-2
marine sediment	non-motile	no	Haloferula	harenae	YM23-227
marine sediment	non-motile	no	Haloferula	rosea	06SJR1-1
marine sediment	non-motile	no	Haloferula	phyci	AK18024
marine sediment	non-motile	no	Haloferula	helveola	 05IJR531
marine sediment	non-motile	no	Haloferula	sargassicola	MN1-1037
other	__motile, but unspecified structure__	yes	Sporolactobacillus	putidus	QC81-06
other	__motile, but unspecified structure__	yes	Sporolactobacillus	putidus	QC81-06
marine sediment	flagella	not indicated	Psychromonas	agarivorans	J42-3AT
plant associated		yes	Kineosporia	babensis	VN05A0415T
soil	non-motile		Dietzia 	Dietzia timorensis	ID05-A0528
soil	non-motile	not indicated	Dietzia	timorensis	ID05-A0528
other	flagella	no	Glaciibacter	superstes	AHU1791T
hotspring	flagella	no	Caldisericum 	exile	AZM16c01T
other	__motile, but unspecified structure__	not indicated	Sphingomonas	japonica	KC7T
seawater	flagella	not indicated	Photobacterium	aquimaris	LC2-065T
seawater	flagella	not indicated	Vibrio	azureus	LC2-005T
other	non-motile	no	Prevotella	falsenii	04052T
other	flagella	no	Lacticigenium	naphtae	MIC1-18T
other	non-motile	no	Bifidobacterium	mongoliense	TIY10443T
plant associated	flagella	not indicated	Lactobacillus	sucicola	NRIC0736T 
NA	non-motile	yes	Bacillus 	Bacillus trypoxylicola	SU1
other	non-motile	yes	Bacillus	trypoxylicola	SU1
other	non-motile	yes	Bacillus	trypoxylicola	SU1
other	__motile, but unspecified structure__		Oleibacter	marinus	Oleibacter marinus
seawater	flagella	not indicated	Oleibacter	marinus	2O1T
soil	__motile, but unspecified structure__	no	Georgenia	thermotolerans	TT02-04T
__freshwater (river, lake, pond)__	non-motile	not indicated	Methanoculleus	horonobensis	T10
other	non-motile	no	Psychrobacter	fulvigenes	KC40T
marine sediment	gliding	not indicated	Winogradskyella	arenosi	R60T
other	non-motile		Bartonella	Bartonella japonica	Fuji 18-1
other	non-motile	not indicated	Bartonella	japonica	Fuji 18-1
other	non-motile		Bartonella	Bartonella silvatica	Fuji 23-1
other	non-motile	not indicated	Bartonella	silvatica	Fuji 23-1
soil	not indicated	yes	Streptomyces	baliensis	ID03-0915T
other	non-motile	no	Butyricimonas	synergistica	MT01T
other	non-motile	no	Butyricimonas	virosa	MT12T
estuarine sediment	non-motile	not indicated	Paraoerskovia	marina	CTT-37T
other	non-motile		Friedmanniella 	Friedmanniella luteola	FA1
